Simulation Number,comboID,Your revenue,Perfect foresight strategy,Difference (%)
174,173,70476,86088,18.1
175,174,89922,98760,8.9
176,175,108078,112602,4.0
177,176,64212,81198,20.9
178,177,98928,102078,3.1
179,178,81942,94896,13.7
180,179,104268,113592,8.2
181,180,98382,102846,4.3
182,181,104484,107520,2.8
183,182,95592,100752,5.1
184,183,82404,93336,11.7
185,184,98076,107532,8.8
186,185,101472,117438,13.6
187,186,97986,102744,4.6
188,187,107652,114780,6.2
189,188,98232,101544,3.3
190,189,90774,97656,7.0
191,190,13542,17580,23.0
192,191,87714,94596,7.3
193,192,95520,111006,14.0
194,193,68352,83976,18.6
195,194,100458,102804,2.3
196,195,101862,105732,3.7
197,196,105888,115182,8.1
198,197,102000,113130,9.8
199,198,65244,78120,16.5
200,199,52212,63936,18.3
201,200,96936,112620,13.9
202,201,80070,92352,13.3
203,202,87840,96636,9.1
204,203,102342,107052,4.4
205,204,93024,98346,5.4
206,205,93756,99786,6.0
207,206,94602,103278,8.4
208,207,87432,92592,5.6
209,208,96036,113082,15.1
210,209,60564,72276,16.2
211,210,104088,112476,7.5
212,211,79284,88608,10.5
213,212,94632,98274,3.7
214,213,106512,120000,11.2
215,214,94584,102636,7.8
216,215,96588,109428,11.7
217,216,41280,50016,17.5
218,217,98988,120000,17.5
219,218,84144,94224,10.7
220,219,82200,102714,20.0
221,220,38670,56508,31.6
222,221,78384,95088,17.6
223,222,101592,106038,4.2
224,223,111954,120000,6.7
225,224,104178,106860,2.5
226,225,94578,100800,6.2
227,226,99294,103800,4.3
228,227,110622,117576,5.9
229,228,111534,120000,7.1
230,229,105726,113082,6.5
231,230,61812,80544,23.3
232,231,107868,110484,2.4
233,232,110748,120000,7.7
234,233,106800,111468,4.2
235,234,99102,110226,10.1
236,235,55218,73992,25.4
237,236,104208,107454,3.0
238,237,63276,79164,20.1
239,238,85698,94062,8.9
240,239,105810,118866,11.0
241,240,91758,103176,11.1
242,241,108156,120000,9.9
243,242,104832,109098,3.9
244,243,49950,64920,23.1
245,244,81732,92376,11.5
246,245,97656,104580,6.6
247,246,90486,96372,6.1
248,247,95736,110376,13.3
249,248,103398,106092,2.5
250,249,106632,117810,9.5
251,250,78192,89208,12.3
252,251,105462,117198,10.0
253,252,87876,94560,7.1
254,253,88188,93696,5.9
255,254,96750,114420,15.4
256,255,88044,99846,11.8
257,256,104850,118590,11.6
258,257,70002,82710,15.4
259,258,106110,120000,11.6
260,259,96858,102954,5.9
261,260,98772,111174,11.2
262,261,99144,111870,11.4
263,262,92586,100092,7.5
264,263,67962,77856,12.7
265,264,82308,87072,5.5
266,265,102348,106866,4.2
267,266,103008,107130,3.8
268,267,99426,102822,3.3
269,268,87870,92880,5.4
270,269,70626,81108,12.9
271,270,91788,103758,11.5
272,271,88104,100758,12.6
273,272,88434,103872,14.9
274,273,94980,120000,20.8
275,274,82218,86724,5.2
276,275,102312,104526,2.1
277,276,103020,113892,9.5
278,277,89496,93708,4.5
279,278,94848,98172,3.4
280,279,98952,109038,9.2
281,280,98304,113130,13.1
282,281,93456,107826,13.3
283,282,40536,46716,13.2
284,283,88740,104652,15.2
285,284,71832,77604,7.4
286,285,81432,96852,15.9
287,286,27654,40368,31.5
288,287,112140,120000,6.6
289,288,72420,89592,19.2
290,289,84216,98028,14.1
291,290,68496,84732,19.2
292,291,78510,92976,15.6
293,292,67146,83586,19.7
294,293,111348,120000,7.2
295,294,91992,99330,7.4
296,295,111744,120000,6.9
297,296,49104,67572,27.3
298,297,48906,66216,26.1
299,298,97194,101352,4.1
300,299,105180,115674,9.1
301,300,69624,82572,15.7
302,301,108678,119160,8.8
303,302,108384,117774,8.0
304,303,59340,75408,21.3
305,304,100416,106500,5.7
306,305,106878,117282,8.9
307,306,93216,103404,9.9
308,307,94272,99630,5.4
309,308,36528,49008,25.5
310,309,100542,104232,3.5
311,310,79356,89124,11.0
312,311,92328,98178,6.0
313,312,68688,79470,13.6
314,313,83790,90660,7.6
315,314,92724,99408,6.7
316,315,82746,91764,9.8
317,316,27306,36276,24.7
318,317,74046,83724,11.6
319,318,95058,102768,7.5
320,319,90000,96996,7.2
321,320,92820,107880,14.0
322,321,98556,120000,17.9
323,322,103524,111972,7.5
324,323,70872,82896,14.5
325,324,100758,106182,5.1
326,325,97908,108630,9.9
327,326,50442,63108,20.1
328,327,96900,108048,10.3
329,328,45522,55752,18.3
330,329,94698,116658,18.8
331,330,93252,119034,21.7
332,331,103062,110856,7.0
333,332,103848,112896,8.0
334,333,66870,79008,15.4
335,334,78960,87168,9.4
336,335,94968,105294,9.8
337,336,99426,113094,12.1
338,337,91908,104502,12.1
339,338,51798,60348,14.2
340,339,88164,98670,10.6
341,340,84408,99834,15.5
342,341,101760,112056,9.2
343,342,73332,83880,12.6
344,343,101580,107742,5.7
345,344,102720,117102,12.3
346,345,102228,115416,11.4
347,346,96804,106656,9.2
348,347,90948,97488,6.7
349,348,85980,95172,9.7
350,349,96180,120000,19.9
351,350,88428,110682,20.1
352,351,78006,81612,4.4
353,352,100632,103398,2.7
354,353,59376,73248,18.9
355,354,101112,110952,8.9
356,355,62964,74484,15.5
357,356,91560,97692,6.3
358,357,95892,108816,11.9
359,358,93960,112656,16.6
360,359,93804,113316,17.2
361,360,82464,92724,11.1
362,361,87816,114870,23.6
363,362,89724,117186,23.4
364,363,79368,86856,8.6
365,364,100734,106314,5.2
366,365,94284,102732,8.2
367,366,109056,110088,0.9
368,367,91794,100950,9.1
369,368,54444,74400,26.8
370,369,103512,107718,3.9
371,370,86184,97536,11.6
372,371,108606,114774,5.4
373,372,100692,104544,3.7
374,373,61176,77832,21.4
375,374,84804,96732,12.3
376,375,62130,80016,22.4
377,376,72324,86544,16.4
378,377,77004,88542,13.0
379,378,78540,87192,9.9
380,379,106320,111984,5.1
381,380,106950,113952,6.1
382,381,68994,81984,15.8
383,382,77484,86634,10.6
384,383,101118,113418,10.8
385,384,74742,84456,11.5
386,385,74046,86280,14.2
387,386,76350,87696,12.9
388,387,92232,97680,5.6
389,388,82530,91392,9.7
390,389,96168,102498,6.2
391,390,98022,112428,12.8
392,391,90708,100560,9.8
393,392,104358,110574,5.6
394,393,102078,105648,3.4
395,394,73056,84354,13.4
396,395,93204,98850,5.7
397,396,103092,117216,12.0
398,397,92046,99210,7.2
399,398,90492,98820,8.4
400,399,90234,100854,10.5
