Simulation Number,comboID,Week,Price,Sales,Remaining Inventory
1,0,1,60,129,1871
1,0,2,60,123,1748
1,0,3,60,136,1612
1,0,4,60,143,1469
1,0,5,60,109,1360
1,0,6,60,87,1273
1,0,7,60,107,1166
1,0,8,60,141,1025
1,0,9,60,124,901
1,0,10,60,141,760
1,0,11,60,138,622
1,0,12,60,140,482
1,0,13,60,169,313
1,0,14,60,122,191
1,0,15,60,143,48
2,1,1,60,113,1887
2,1,2,60,86,1801
2,1,3,60,126,1675
2,1,4,60,119,1556
2,1,5,60,128,1428
2,1,6,60,115,1313
2,1,7,60,159,1154
2,1,8,60,107,1047
2,1,9,60,103,944
2,1,10,60,106,838
2,1,11,60,135,703
2,1,12,60,107,596
2,1,13,60,137,459
2,1,14,60,96,363
2,1,15,54,118,245
3,2,1,60,74,1926
3,2,2,60,110,1816
3,2,3,60,80,1736
3,2,4,60,50,1686
3,2,5,60,43,1643
3,2,6,60,75,1568
3,2,7,60,81,1487
3,2,8,60,100,1387
3,2,9,60,110,1277
3,2,10,60,113,1164
3,2,11,60,73,1091
3,2,12,60,49,1042
3,2,13,60,79,963
3,2,14,60,50,913
3,2,15,48,96,817
4,3,1,60,86,1914
4,3,2,60,58,1856
4,3,3,60,92,1764
4,3,4,60,106,1658
4,3,5,60,104,1554
4,3,6,60,64,1490
4,3,7,60,83,1407
4,3,8,60,119,1288
4,3,9,60,125,1163
4,3,10,60,96,1067
4,3,11,60,106,961
4,3,12,60,55,906
4,3,13,60,81,825
4,3,14,60,66,759
4,3,15,36,308,451
5,4,1,60,95,1905
5,4,2,60,83,1822
5,4,3,60,89,1733
5,4,4,60,95,1638
5,4,5,60,87,1551
5,4,6,60,49,1502
5,4,7,60,91,1411
5,4,8,60,78,1333
5,4,9,60,122,1211
5,4,10,60,101,1110
5,4,11,60,124,986
5,4,12,60,97,889
5,4,13,60,48,841
5,4,14,54,159,682
5,4,15,54,126,556
6,5,1,60,112,1888
6,5,2,60,145,1743
6,5,3,60,119,1624
6,5,4,60,101,1523
6,5,5,60,110,1413
6,5,6,60,150,1263
6,5,7,60,159,1104
6,5,8,60,101,1003
6,5,9,60,102,901
6,5,10,60,143,758
6,5,11,60,129,629
6,5,12,60,99,530
6,5,13,60,143,387
6,5,14,54,186,201
6,5,15,48,110,91
7,6,1,60,85,1915
7,6,2,60,78,1837
7,6,3,60,50,1787
7,6,4,60,64,1723
7,6,5,60,132,1591
7,6,6,60,45,1546
7,6,7,60,95,1451
7,6,8,60,84,1367
7,6,9,60,40,1327
7,6,10,60,73,1254
7,6,11,60,82,1172
7,6,12,60,12,1160
7,6,13,60,116,1044
7,6,14,54,38,1006
7,6,15,36,320,686
8,7,1,60,91,1909
8,7,2,60,121,1788
8,7,3,60,58,1730
8,7,4,60,80,1650
8,7,5,60,75,1575
8,7,6,60,109,1466
8,7,7,60,95,1371
8,7,8,60,82,1289
8,7,9,60,69,1220
8,7,10,60,77,1143
8,7,11,60,97,1046
8,7,12,60,86,960
8,7,13,60,97,863
8,7,14,48,187,676
8,7,15,48,137,539
9,8,1,60,117,1883
9,8,2,60,73,1810
9,8,3,60,121,1689
9,8,4,60,126,1563
9,8,5,60,91,1472
9,8,6,60,89,1383
9,8,7,60,115,1268
9,8,8,60,119,1149
9,8,9,60,101,1048
9,8,10,60,81,967
9,8,11,60,147,820
9,8,12,60,126,694
9,8,13,60,176,518
9,8,14,48,164,354
9,8,15,36,354,0
10,9,1,60,126,1874
10,9,2,60,132,1742
10,9,3,60,156,1586
10,9,4,60,134,1452
10,9,5,60,132,1320
10,9,6,60,123,1197
10,9,7,60,90,1107
10,9,8,60,56,1051
10,9,9,60,134,917
10,9,10,60,123,794
10,9,11,60,114,680
10,9,12,60,140,540
10,9,13,60,94,446
10,9,14,36,446,0
10,9,15,36,0,0
11,10,1,60,80,1920
11,10,2,60,96,1824
11,10,3,60,99,1725
11,10,4,60,91,1634
11,10,5,60,77,1557
11,10,6,60,50,1507
11,10,7,60,91,1416
11,10,8,60,77,1339
11,10,9,60,132,1207
11,10,10,60,58,1149
11,10,11,60,45,1104
11,10,12,60,83,1021
11,10,13,54,70,951
11,10,14,54,73,878
11,10,15,54,69,809
12,11,1,60,66,1934
12,11,2,60,54,1880
12,11,3,60,68,1812
12,11,4,60,59,1753
12,11,5,60,75,1678
12,11,6,60,74,1604
12,11,7,60,68,1536
12,11,8,60,76,1460
12,11,9,60,67,1393
12,11,10,60,54,1339
12,11,11,60,39,1300
12,11,12,60,78,1222
12,11,13,54,141,1081
12,11,14,54,99,982
12,11,15,48,42,940
13,12,1,60,80,1920
13,12,2,60,35,1885
13,12,3,60,64,1821
13,12,4,60,85,1736
13,12,5,60,100,1636
13,12,6,60,111,1525
13,12,7,60,107,1418
13,12,8,60,102,1316
13,12,9,60,65,1251
13,12,10,60,80,1171
13,12,11,60,57,1114
13,12,12,60,100,1014
13,12,13,54,144,870
13,12,14,54,107,763
13,12,15,36,155,608
14,13,1,60,105,1895
14,13,2,60,162,1733
14,13,3,60,40,1693
14,13,4,60,144,1549
14,13,5,60,153,1396
14,13,6,60,174,1222
14,13,7,60,113,1109
14,13,8,60,101,1008
14,13,9,60,70,938
14,13,10,60,45,893
14,13,11,60,111,782
14,13,12,60,108,674
14,13,13,54,100,574
14,13,14,48,198,376
14,13,15,48,188,188
15,14,1,60,55,1945
15,14,2,60,67,1878
15,14,3,60,35,1843
15,14,4,60,50,1793
15,14,5,60,58,1735
15,14,6,60,62,1673
15,14,7,60,62,1611
15,14,8,60,43,1568
15,14,9,60,60,1508
15,14,10,60,27,1481
15,14,11,60,41,1440
15,14,12,60,42,1398
15,14,13,54,48,1350
15,14,14,48,79,1271
15,14,15,36,159,1112
16,15,1,60,87,1913
16,15,2,60,112,1801
16,15,3,60,105,1696
16,15,4,60,127,1569
16,15,5,60,46,1523
16,15,6,60,91,1432
16,15,7,60,49,1383
16,15,8,60,66,1317
16,15,9,60,76,1241
16,15,10,60,95,1146
16,15,11,60,115,1031
16,15,12,60,91,940
16,15,13,54,137,803
16,15,14,36,277,526
16,15,15,36,232,294
17,16,1,60,101,1899
17,16,2,60,135,1764
17,16,3,60,111,1653
17,16,4,60,132,1521
17,16,5,60,97,1424
17,16,6,60,137,1287
17,16,7,60,99,1188
17,16,8,60,141,1047
17,16,9,60,95,952
17,16,10,60,126,826
17,16,11,60,105,721
17,16,12,60,124,597
17,16,13,48,145,452
17,16,14,48,179,273
17,16,15,48,195,78
18,17,1,60,60,1940
18,17,2,60,94,1846
18,17,3,60,48,1798
18,17,4,60,39,1759
18,17,5,60,64,1695
18,17,6,60,70,1625
18,17,7,60,51,1574
18,17,8,60,73,1501
18,17,9,60,50,1451
18,17,10,60,58,1393
18,17,11,60,11,1382
18,17,12,60,40,1342
18,17,13,48,104,1238
18,17,14,48,76,1162
18,17,15,36,118,1044
19,18,1,60,72,1928
19,18,2,60,66,1862
19,18,3,60,64,1798
19,18,4,60,46,1752
19,18,5,60,81,1671
19,18,6,60,79,1592
19,18,7,60,74,1518
19,18,8,60,26,1492
19,18,9,60,48,1444
19,18,10,60,66,1378
19,18,11,60,50,1328
19,18,12,60,91,1237
19,18,13,48,143,1094
19,18,14,36,172,922
19,18,15,36,253,669
20,19,1,60,65,1935
20,19,2,60,71,1864
20,19,3,60,101,1763
20,19,4,60,90,1673
20,19,5,60,72,1601
20,19,6,60,82,1519
20,19,7,60,55,1464
20,19,8,60,60,1404
20,19,9,60,93,1311
20,19,10,60,81,1230
20,19,11,60,78,1152
20,19,12,60,60,1092
20,19,13,36,173,919
20,19,14,36,196,723
20,19,15,36,79,644
21,20,1,60,96,1904
21,20,2,60,70,1834
21,20,3,60,79,1755
21,20,4,60,104,1651
21,20,5,60,109,1542
21,20,6,60,59,1483
21,20,7,60,76,1407
21,20,8,60,65,1342
21,20,9,60,74,1268
21,20,10,60,104,1164
21,20,11,60,103,1061
21,20,12,54,83,978
21,20,13,54,144,834
21,20,14,54,167,667
21,20,15,54,121,546
22,21,1,60,105,1895
22,21,2,60,161,1734
22,21,3,60,84,1650
22,21,4,60,163,1487
22,21,5,60,83,1404
22,21,6,60,141,1263
22,21,7,60,117,1146
22,21,8,60,143,1003
22,21,9,60,134,869
22,21,10,60,135,734
22,21,11,60,114,620
22,21,12,54,176,444
22,21,13,54,143,301
22,21,14,54,167,134
22,21,15,48,134,0
23,22,1,60,49,1951
23,22,2,60,49,1902
23,22,3,60,55,1847
23,22,4,60,52,1795
23,22,5,60,42,1753
23,22,6,60,44,1709
23,22,7,60,40,1669
23,22,8,60,64,1605
23,22,9,60,45,1560
23,22,10,60,51,1509
23,22,11,60,69,1440
23,22,12,54,77,1363
23,22,13,54,102,1261
23,22,14,54,52,1209
23,22,15,36,79,1130
24,23,1,60,72,1928
24,23,2,60,23,1905
24,23,3,60,74,1831
24,23,4,60,99,1732
24,23,5,60,74,1658
24,23,6,60,71,1587
24,23,7,60,71,1516
24,23,8,60,56,1460
24,23,9,60,69,1391
24,23,10,60,80,1311
24,23,11,60,60,1251
24,23,12,54,120,1131
24,23,13,54,95,1036
24,23,14,48,168,868
24,23,15,48,126,742
25,24,1,60,84,1916
25,24,2,60,77,1839
25,24,3,60,80,1759
25,24,4,60,79,1680
25,24,5,60,109,1571
25,24,6,60,88,1483
25,24,7,60,68,1415
25,24,8,60,75,1340
25,24,9,60,103,1237
25,24,10,60,40,1197
25,24,11,60,161,1036
25,24,12,54,128,908
25,24,13,54,128,780
25,24,14,48,142,638
25,24,15,36,199,439
26,25,1,60,80,1920
26,25,2,60,99,1821
26,25,3,60,80,1741
26,25,4,60,89,1652
26,25,5,60,76,1576
26,25,6,60,91,1485
26,25,7,60,99,1386
26,25,8,60,82,1304
26,25,9,60,87,1217
26,25,10,60,84,1133
26,25,11,60,72,1061
26,25,12,54,111,950
26,25,13,54,125,825
26,25,14,36,157,668
26,25,15,36,232,436
27,26,1,60,96,1904
27,26,2,60,85,1819
27,26,3,60,113,1706
27,26,4,60,146,1560
27,26,5,60,64,1496
27,26,6,60,160,1336
27,26,7,60,131,1205
27,26,8,60,106,1099
27,26,9,60,89,1010
27,26,10,60,110,900
27,26,11,60,93,807
27,26,12,54,133,674
27,26,13,48,235,439
27,26,14,48,222,217
27,26,15,48,114,103
28,27,1,60,93,1907
28,27,2,60,124,1783
28,27,3,60,102,1681
28,27,4,60,48,1633
28,27,5,60,72,1561
28,27,6,60,79,1482
28,27,7,60,23,1459
28,27,8,60,75,1384
28,27,9,60,126,1258
28,27,10,60,117,1141
28,27,11,60,116,1025
28,27,12,54,83,942
28,27,13,48,84,858
28,27,14,48,145,713
28,27,15,36,336,377
29,28,1,60,75,1925
29,28,2,60,102,1823
29,28,3,60,31,1792
29,28,4,60,105,1687
29,28,5,60,83,1604
29,28,6,60,101,1503
29,28,7,60,62,1441
29,28,8,60,73,1368
29,28,9,60,140,1228
29,28,10,60,80,1148
29,28,11,60,82,1066
29,28,12,54,51,1015
29,28,13,48,191,824
29,28,14,36,266,558
29,28,15,36,206,352
30,29,1,60,115,1885
30,29,2,60,105,1780
30,29,3,60,107,1673
30,29,4,60,133,1540
30,29,5,60,112,1428
30,29,6,60,143,1285
30,29,7,60,118,1167
30,29,8,60,86,1081
30,29,9,60,123,958
30,29,10,60,152,806
30,29,11,60,150,656
30,29,12,54,194,462
30,29,13,36,263,199
30,29,14,36,199,0
30,29,15,36,0,0
31,30,1,60,94,1906
31,30,2,60,44,1862
31,30,3,60,119,1743
31,30,4,60,61,1682
31,30,5,60,85,1597
31,30,6,60,83,1514
31,30,7,60,60,1454
31,30,8,60,105,1349
31,30,9,60,76,1273
31,30,10,60,83,1190
31,30,11,60,67,1123
31,30,12,48,219,904
31,30,13,48,197,707
31,30,14,48,175,532
31,30,15,48,157,375
32,31,1,60,94,1906
32,31,2,60,93,1813
32,31,3,60,114,1699
32,31,4,60,110,1589
32,31,5,60,60,1529
32,31,6,60,81,1448
32,31,7,60,103,1345
32,31,8,60,98,1247
32,31,9,60,72,1175
32,31,10,60,118,1057
32,31,11,60,49,1008
32,31,12,48,200,808
32,31,13,48,221,587
32,31,14,48,224,363
32,31,15,36,316,47
33,32,1,60,96,1904
33,32,2,60,98,1806
33,32,3,60,88,1718
33,32,4,60,84,1634
33,32,5,60,115,1519
33,32,6,60,99,1420
33,32,7,60,109,1311
33,32,8,60,149,1162
33,32,9,60,111,1051
33,32,10,60,128,923
33,32,11,60,106,817
33,32,12,48,147,670
33,32,13,48,254,416
33,32,14,36,395,21
33,32,15,36,21,0
34,33,1,60,92,1908
34,33,2,60,93,1815
34,33,3,60,113,1702
34,33,4,60,77,1625
