comboID,mean,std,count,ttest_p_value,wilcoxon_p_value,mean_diff_from_best,missing_sim_ratio,tag
146,11.700000000000001,5.808040403899868,4,,,,0.0,Insufficient Data
254,11.725,4.133904530424798,4,,,,0.0,Insufficient Data
191,11.725,6.108123006838244,4,,,,0.0,Insufficient Data
297,11.725,9.762641377550784,4,,,,0.0,Insufficient Data
73,11.75,7.7625167740022745,4,,,,0.0,Insufficient Data
449,11.75,2.1439838307847996,4,,,,0.0,Insufficient Data
78,11.75,8.095060222135473,4,,,,0.0,Insufficient Data
647,11.775,8.926505475268584,4,,,,0.0,Insufficient Data
111,11.775,4.187580844990737,4,,,,0.0,Insufficient Data
69,11.8,5.0312357660254134,4,,,,0.0,Insufficient Data
75,11.8,4.961182654703748,4,,,,0.0,Insufficient Data
242,11.825,10.810296018148625,4,,,,0.0,Insufficient Data
283,11.825,4.663600182977381,4,,,,0.0,Insufficient Data
435,11.825,3.392516273603808,4,,,,0.0,Insufficient Data
113,11.825,10.124681064935658,4,,,,0.0,Insufficient Data
409,11.85,8.318854087753513,4,,,,0.0,Insufficient Data
671,11.85,1.2767145334803707,4,,,,0.0,Insufficient Data
426,11.85,2.1946905628508686,4,,,,0.0,Insufficient Data
138,11.925,5.529541873729987,4,,,,0.0,Insufficient Data
232,11.925,3.8265519727294963,4,,,,0.0,Insufficient Data
205,11.95,6.303702615659044,4,,,,0.0,Insufficient Data
347,11.975000000000001,3.9491560279803255,4,,,,0.0,Insufficient Data
2,11.977777777777778,12.243751240712319,9,0.020327015461136987,0.009765625,9.744444444444444,0.0,Eliminate (Statistically worse)
103,12.0,5.807466458505521,4,,,,0.0,Insufficient Data
398,12.024999999999999,5.155175393071833,4,,,,0.0,Insufficient Data
371,12.025,10.834320467846611,4,,,,0.0,Insufficient Data
56,12.049999999999999,5.764546816532935,4,,,,0.0,Insufficient Data
64,12.05,6.721358989569495,4,,,,0.0,Insufficient Data
420,12.1,8.311838946145834,4,,,,0.0,Insufficient Data
160,12.1,3.7336309405188937,4,,,,0.0,Insufficient Data
359,12.149999999999999,4.86929152957594,4,,,,0.0,Insufficient Data
87,12.149999999999999,7.583534795858722,4,,,,0.0,Insufficient Data
240,12.174999999999999,4.777290026782966,4,,,,0.0,Insufficient Data
313,12.175,3.2694291040893773,4,,,,0.0,Insufficient Data
60,12.25,13.578046005715747,4,,,,0.0,Insufficient Data
392,12.25,9.933277404764251,4,,,,0.0,Insufficient Data
316,12.25,8.81457126958916,4,,,,0.0,Insufficient Data
26,12.3,12.685950233755976,4,,,,0.0,Insufficient Data
4,12.31111111111111,15.361595330925466,9,0.04249453738694103,0.064453125,10.077777777777776,0.0,Consider Eliminating
339,12.325,3.32101891995012,4,,,,0.0,Insufficient Data
263,12.35,2.763451947595013,4,,,,0.0,Insufficient Data
