Simulation Number,comboID,Week,Price,Sales,Remaining Inventory
1,0,1,60,101,1899
1,0,2,60,126,1773
1,0,3,60,105,1668
1,0,4,60,102,1566
1,0,5,60,111,1455
1,0,6,60,95,1360
1,0,7,60,159,1201
1,0,8,60,82,1119
1,0,9,60,108,1011
1,0,10,60,87,924
1,0,11,60,122,802
1,0,12,60,108,694
1,0,13,60,111,583
1,0,14,60,84,499
1,0,15,60,103,396
2,1,1,60,112,1888
2,1,2,60,125,1763
2,1,3,60,92,1671
2,1,4,60,133,1538
2,1,5,60,102,1436
2,1,6,60,74,1362
2,1,7,60,138,1224
2,1,8,60,60,1164
2,1,9,60,39,1125
2,1,10,60,98,1027
2,1,11,60,108,919
2,1,12,60,46,873
2,1,13,60,139,734
2,1,14,60,90,644
2,1,15,54,174,470
3,2,1,60,131,1869
3,2,2,60,111,1758
3,2,3,60,145,1613
3,2,4,60,142,1471
3,2,5,60,125,1346
3,2,6,60,113,1233
3,2,7,60,152,1081
3,2,8,60,91,990
3,2,9,60,161,829
3,2,10,60,131,698
3,2,11,60,191,507
3,2,12,60,98,409
3,2,13,60,137,272
3,2,14,60,163,109
3,2,15,48,109,0
4,3,1,60,63,1937
4,3,2,60,36,1901
4,3,3,60,70,1831
4,3,4,60,36,1795
4,3,5,60,84,1711
4,3,6,60,61,1650
4,3,7,60,89,1561
4,3,8,60,74,1487
4,3,9,60,84,1403
4,3,10,60,83,1320
4,3,11,60,23,1297
4,3,12,60,83,1214
4,3,13,60,58,1156
4,3,14,60,31,1125
4,3,15,36,186,939
5,4,1,60,121,1879
5,4,2,60,40,1839
5,4,3,60,85,1754
5,4,4,60,161,1593
5,4,5,60,85,1508
5,4,6,60,150,1358
5,4,7,60,110,1248
5,4,8,60,123,1125
5,4,9,60,147,978
5,4,10,60,170,808
5,4,11,60,97,711
5,4,12,60,123,588
5,4,13,60,128,460
5,4,14,54,258,202
5,4,15,54,188,14
6,5,1,60,91,1909
6,5,2,60,79,1830
6,5,3,60,94,1736
6,5,4,60,131,1605
6,5,5,60,156,1449
6,5,6,60,74,1375
6,5,7,60,122,1253
6,5,8,60,60,1193
6,5,9,60,104,1089
6,5,10,60,121,968
6,5,11,60,68,900
6,5,12,60,121,779
6,5,13,60,84,695
6,5,14,54,91,604
6,5,15,48,99,505
7,6,1,60,77,1923
7,6,2,60,99,1824
7,6,3,60,43,1781
7,6,4,60,96,1685
7,6,5,60,87,1598
7,6,6,60,98,1500
7,6,7,60,93,1407
7,6,8,60,71,1336
7,6,9,60,64,1272
7,6,10,60,90,1182
7,6,11,60,74,1108
7,6,12,60,114,994
7,6,13,60,90,904
7,6,14,54,91,813
7,6,15,36,250,563
8,7,1,60,17,1983
8,7,2,60,20,1963
8,7,3,60,13,1950
8,7,4,60,15,1935
8,7,5,60,16,1919
8,7,6,60,16,1903
8,7,7,60,13,1890
8,7,8,60,10,1880
8,7,9,60,15,1865
8,7,10,60,11,1854
8,7,11,60,13,1841
8,7,12,60,16,1825
8,7,13,60,22,1803
8,7,14,48,34,1769
8,7,15,48,49,1720
9,8,1,60,79,1921
9,8,2,60,80,1841
9,8,3,60,50,1791
9,8,4,60,60,1731
9,8,5,60,108,1623
9,8,6,60,61,1562
9,8,7,60,82,1480
9,8,8,60,68,1412
9,8,9,60,64,1348
9,8,10,60,79,1269
9,8,11,60,75,1194
9,8,12,60,113,1081
9,8,13,60,83,998
9,8,14,48,189,809
9,8,15,36,269,540
10,9,1,60,146,1854
10,9,2,60,139,1715
10,9,3,60,178,1537
10,9,4,60,122,1415
10,9,5,60,164,1251
10,9,6,60,168,1083
10,9,7,60,207,876
10,9,8,60,204,672
10,9,9,60,180,492
10,9,10,60,133,359
10,9,11,60,156,203
10,9,12,60,166,37
10,9,13,60,37,0
10,9,14,60,0,0
10,9,15,60,0,0
11,10,1,60,97,1903
11,10,2,60,73,1830
11,10,3,60,135,1695
11,10,4,60,97,1598
11,10,5,60,113,1485
11,10,6,60,106,1379
11,10,7,60,82,1297
11,10,8,60,120,1177
11,10,9,60,115,1062
11,10,10,60,73,989
11,10,11,60,107,882
11,10,12,60,99,783
11,10,13,54,136,647
11,10,14,54,119,528
11,10,15,54,142,386
12,11,1,60,78,1922
12,11,2,60,49,1873
12,11,3,60,65,1808
12,11,4,60,32,1776
12,11,5,60,93,1683
12,11,6,60,96,1587
12,11,7,60,112,1475
12,11,8,60,47,1428
12,11,9,60,76,1352
12,11,10,60,91,1261
12,11,11,60,81,1180
12,11,12,60,62,1118
12,11,13,54,95,1023
12,11,14,54,76,947
12,11,15,48,188,759
13,12,1,60,121,1879
13,12,2,60,100,1779
13,12,3,60,140,1639
13,12,4,60,87,1552
13,12,5,60,123,1429
13,12,6,60,123,1306
13,12,7,60,123,1183
13,12,8,60,91,1092
13,12,9,60,93,999
13,12,10,60,127,872
13,12,11,60,145,727
13,12,12,60,102,625
13,12,13,54,178,447
13,12,14,54,141,306
13,12,15,36,292,14
14,13,1,60,60,1940
14,13,2,60,39,1901
14,13,3,60,80,1821
14,13,4,60,65,1756
14,13,5,60,87,1669
14,13,6,60,76,1593
14,13,7,60,27,1566
14,13,8,60,68,1498
14,13,9,60,67,1431
14,13,10,60,62,1369
14,13,11,60,36,1333
14,13,12,60,60,1273
14,13,13,54,97,1176
14,13,14,48,90,1086
14,13,15,48,89,997
15,14,1,60,62,1938
15,14,2,60,53,1885
15,14,3,60,64,1821
15,14,4,60,42,1779
15,14,5,60,49,1730
15,14,6,60,24,1706
15,14,7,60,52,1654
15,14,8,60,44,1610
15,14,9,60,51,1559
15,14,10,60,103,1456
15,14,11,60,85,1371
15,14,12,60,37,1334
15,14,13,54,55,1279
15,14,14,48,109,1170
15,14,15,36,112,1058
16,15,1,60,82,1918
16,15,2,60,99,1819
16,15,3,60,61,1758
16,15,4,60,83,1675
16,15,5,60,109,1566
16,15,6,60,85,1481
16,15,7,60,59,1422
16,15,8,60,53,1369
16,15,9,60,49,1320
16,15,10,60,78,1242
16,15,11,60,77,1165
16,15,12,60,42,1123
16,15,13,54,31,1092
16,15,14,36,98,994
16,15,15,36,213,781
17,16,1,60,100,1900
17,16,2,60,58,1842
17,16,3,60,94,1748
17,16,4,60,145,1603
